redCorner,blueCorner,winner,event,referee,method_of_victory,red_Knockdowns,blue_Knockdowns,red_sig_str,blue_sig_str,red_sig_str_percentage,blue_sig_str_percentage,red_total_strikes,blue_total_strikes,red_takedowns,blue_takedowns,red_takedown_percentage,blue_takedown_percentage,red_subs_attempted,blue_subs_attempted,round,time,red_height,blue_height,red_reach,blue_reach,red_stance,blue_stance
Sabah Homasi,Abdul Razak Alhassan,Abdul Razak Alhassan,UFC 220: Miocic vs. Ngannou,Steve Rita,KO/TKO,0,1,8 of 25,13 of 33,32%,39%,9 of 26,20 of 42,1 of 2,0 of 0,50%,---,0,0,1,3:47,"6' 0""","5' 10""","72""","73""",Orthodox,Orthodox
Dustin Ortiz,Alexandre Pantoja,Dustin Ortiz,UFC 220: Miocic vs. Ngannou,Dan Miragliotta,Decision - Unanimous,0,0,36 of 80,19 of 49,45%,38%,92 of 147,49 of 79,7 of 12,1 of 1,58%,100%,0,2,3,5:00,"5' 5""","5' 5""","65""","67""",Orthodox,Orthodox
Dan Ige,Julio Arce,Julio Arce,UFC 220: Miocic vs. Ngannou,Kevin MacDonald,Decision - Unanimous,0,0,35 of 113,72 of 201,30%,35%,36 of 116,87 of 216,1 of 13,0 of 0,7%,---,0,0,3,5:00,"5' 7""","5' 7""","71""","70""",Orthodox,Southpaw
Matt Bessette,Enrique Barzola,Enrique Barzola,UFC 220: Miocic vs. Ngannou,Steve Rita,Decision - Unanimous,0,0,43 of 146,55 of 122,29%,45%,55 of 158,73 of 143,0 of 0,5 of 10,---,50%,0,0,3,5:00,"5' 10""","5' 7""","70""","70""",Orthodox,Orthodox
Islam Makhachev,Gleison Tibau,Islam Makhachev,UFC 220: Miocic vs. Ngannou,Dan Miragliotta,KO/TKO,1,0,3 of 6,2 of 4,50%,50%,3 of 6,2 of 4,0 of 0,0 of 0,---,---,0,0,1,0:57,"5' 10""","5' 10""","70""","71""",Southpaw,Southpaw
Jeremy Stephens,Dooho Choi,Jeremy Stephens,UFC Fight Night: Stephens vs. Choi,Keith Peterson,KO/TKO,1,0,49 of 133,44 of 79,36%,55%,49 of 133,45 of 80,0 of 0,0 of 0,---,---,0,0,2,2:36,"5' 9""","5' 10""","71""","70""",Orthodox,Orthodox
Paige VanZant,Jessica-Rose Clark,Jessica-Rose Clark,UFC Fight Night: Stephens vs. Choi,Mario Yamasaki,Decision - Unanimous,0,0,54 of 118,55 of 98,45%,56%,96 of 162,78 of 122,0 of 2,2 of 3,0%,66%,0,1,3,5:00,"5' 4""","5' 5""","65""","64""",Orthodox,Orthodox
Kamaru Usman,Emil Meek,Kamaru Usman,UFC Fight Night: Stephens vs. Choi,Keith Peterson,Decision - Unanimous,0,0,50 of 66,30 of 67,75%,44%,112 of 132,86 of 131,8 of 19,0 of 0,42%,---,0,2,3,5:00,"6' 0""","5' 11""","76""","74""",Switch,Switch
Darren Elkins,Michael Johnson,Darren Elkins,UFC Fight Night: Stephens vs. Choi,Dan Miragliotta,Submission,0,0,18 of 64,45 of 98,28%,45%,54 of 108,46 of 99,1 of 4,0 of 0,25%,---,1,0,2,2:22,"5' 10""","5' 10""","71""","73""",Orthodox,Southpaw
James Krause,Alex White,James Krause,UFC Fight Night: Stephens vs. Choi,Mario Yamasaki,Decision - Unanimous,0,0,35 of 67,56 of 127,52%,44%,56 of 93,97 of 175,3 of 11,1 of 1,27%,100%,2,0,3,5:00,"6' 2""","6' 0""","73""","71""",Orthodox,Southpaw
Matt Frevola,Marco Polo Reyes,Marco Polo Reyes,UFC Fight Night: Stephens vs. Choi,Dan Miragliotta,KO/TKO,0,2,9 of 30,18 of 39,30%,46%,9 of 30,19 of 40,0 of 0,0 of 0,---,---,0,0,1,1:00,"5' 9""","5' 11""","71""","71""",Orthodox,Orthodox
Talita Bernardo,Irene Aldana,Irene Aldana,UFC Fight Night: Stephens vs. Choi,Mario Yamasaki,Decision - Unanimous,0,0,46 of 87,70 of 171,52%,40%,74 of 119,148 of 258,1 of 11,1 of 2,9%,50%,0,0,3,5:00,"5' 4""","5' 9""","68""","68""",Orthodox,Orthodox
Kyung Ho Kang,Guido Cannetti,Kyung Ho Kang,UFC Fight Night: Stephens vs. Choi,Marc Wasem,Submission,0,0,3 of 11,19 of 39,27%,48%,28 of 36,22 of 42,1 of 2,1 of 2,50%,50%,1,0,1,4:53,"5' 9""","5' 6""","73""","68""",Orthodox,Southpaw
Kalindra Faria,Jessica Eye,Jessica Eye,UFC Fight Night: Stephens vs. Choi,Dan Miragliotta,Decision - Split,0,0,38 of 70,25 of 49,54%,51%,52 of 91,53 of 86,1 of 2,3 of 4,50%,75%,1,6,3,5:00,"5' 7""","5' 6""",--,"66""",Switch,Orthodox
Danielle Taylor,JJ Aldrich,JJ Aldrich,UFC Fight Night: Stephens vs. Choi,Keith Peterson,Decision - Unanimous,0,0,38 of 136,54 of 150,27%,36%,64 of 163,67 of 164,0 of 1,1 of 5,0%,20%,0,0,3,5:00,"5' 0""","5' 5""","60""","67""",Orthodox,Southpaw
Mads Burnell,Mike Santiago,Mads Burnell,UFC Fight Night: Stephens vs. Choi,Marc Wasem,Decision - Unanimous,0,0,20 of 34,51 of 79,58%,64%,110 of 169,95 of 127,3 of 7,3 of 3,42%,100%,1,2,3,5:00,"5' 8""","5' 10""","69""","69""",Orthodox,Orthodox
Cristiane Justino,Holly Holm,Cristiane Justino,UFC 219: Cyborg vs. Holm,Herb Dean,Decision - Unanimous,0,0,118 of 223,44 of 227,52%,19%,131 of 237,48 of 232,0 of 0,0 of 0,---,---,0,0,5,5:00,"5' 8""","5' 8""","68""","69""",Orthodox,Southpaw
Khabib Nurmagomedov,Edson Barboza,Khabib Nurmagomedov,UFC 219: Cyborg vs. Holm,John McCarthy,Decision - Unanimous,0,0,89 of 177,25 of 76,50%,32%,154 of 246,25 of 77,4 of 13,0 of 0,30%,---,0,0,3,5:00,"5' 10""","5' 11""","70""","75""",Orthodox,Orthodox
Dan Hooker,Marc Diakiese,Dan Hooker,UFC 219: Cyborg vs. Holm,Herb Dean,Submission,0,0,17 of 40,24 of 69,42%,34%,24 of 48,41 of 87,2 of 3,0 of 5,66%,0%,1,0,3,0:42,"6' 0""","5' 10""","75""","73""",Switch,Orthodox
Cynthia Calvillo,Carla Esparza,Carla Esparza,UFC 219: Cyborg vs. Holm,Chris Tognoni,Decision - Unanimous,0,0,38 of 112,48 of 138,33%,34%,57 of 131,62 of 153,1 of 3,2 of 9,33%,22%,0,1,3,5:00,"5' 4""","5' 1""","64""","63""",Orthodox,Orthodox
Carlos Condit,Neil Magny,Neil Magny,UFC 219: Cyborg vs. Holm,John McCarthy,Decision - Unanimous,0,0,37 of 112,32 of 114,33%,28%,64 of 140,64 of 150,0 of 0,6 of 9,---,66%,0,0,3,5:00,"6' 2""","6' 3""","75""","80""",Orthodox,Orthodox
Khalil Rountree Jr.,Michal Oleksiejczuk,,UFC 219: Cyborg vs. Holm,Herb Dean,Overturned,0,0,52 of 180,76 of 130,28%,58%,67 of 198,113 of 171,0 of 0,2 of 3,---,66%,1,0,3,5:00,"6' 1""","6' 0""","76""","74""",Southpaw,Southpaw
Myles Jury,Ricky Glenn,Myles Jury,UFC 219: Cyborg vs. Holm,John McCarthy,Decision - Unanimous,0,0,41 of 83,14 of 83,49%,16%,56 of 100,29 of 102,2 of 3,0 of 4,66%,0%,0,0,3,5:00,"5' 10""","6' 0""","73""","70""",Orthodox,Southpaw
Marvin Vettori,Omari Akhmedov,,UFC 219: Cyborg vs. Holm,Chris Tognoni,Decision - Majority,0,0,66 of 161,51 of 174,40%,29%,85 of 181,55 of 178,0 of 1,0 of 2,0%,0%,2,0,3,5:00,"6' 0""","6' 0""","74""","73""",Southpaw,Orthodox
Louis Smolka,Matheus Nicolau,Matheus Nicolau,UFC 219: Cyborg vs. Holm,John McCarthy,Decision - Unanimous,0,3,49 of 159,87 of 172,30%,50%,53 of 163,107 of 196,0 of 1,3 of 4,0%,75%,0,2,3,5:00,"5' 9""","5' 6""","68""","66""",Orthodox,Orthodox
Tim Elliott,Mark De La Rosa,Tim Elliott,UFC 219: Cyborg vs. Holm,Chris Tognoni,Submission,0,0,12 of 24,2 of 4,50%,50%,54 of 75,4 of 6,1 of 1,0 of 0,100%,---,2,0,2,1:41,"5' 7""","5' 6""","66""","65""",Southpaw,Orthodox
Robbie Lawler,Rafael Dos Anjos,Rafael Dos Anjos,UFC Fight Night: Lawler vs. Dos Anjos,Herb Dean,Decision - Unanimous,0,0,86 of 212,172 of 291,40%,59%,137 of 267,219 of 343,0 of 0,2 of 7,---,28%,0,0,5,5:00,"5' 11""","5' 8""","74""","70""",Southpaw,Southpaw
Ricardo Lamas,Josh Emmett,Josh Emmett,UFC Fight Night: Lawler vs. Dos Anjos,Jerin Valel,KO/TKO,0,1,17 of 37,10 of 38,45%,26%,17 of 37,10 of 38,0 of 0,0 of 0,---,---,0,0,1,4:33,"5' 8""","5' 6""","71""","70""",Orthodox,Orthodox
Santiago Ponzinibbio,Mike Perry,Santiago Ponzinibbio,UFC Fight Night: Lawler vs. Dos Anjos,Yves Lavigne,Decision - Unanimous,1,0,78 of 200,51 of 136,39%,37%,81 of 203,51 of 136,3 of 3,1 of 1,100%,100%,0,0,3,5:00,"6' 0""","5' 10""","73""","71""",Orthodox,Orthodox
Glover Teixeira,Misha Cirkunov,Glover Teixeira,UFC Fight Night: Lawler vs. Dos Anjos,Dan Miragliotta,KO/TKO,0,0,13 of 21,21 of 43,61%,48%,13 of 22,23 of 46,1 of 1,0 of 0,100%,---,1,0,1,2:45,"6' 2""","6' 3""","76""","77""",Orthodox,Orthodox
Jared Cannonier,Jan Blachowicz,Jan Blachowicz,UFC Fight Night: Lawler vs. Dos Anjos,Herb Dean,Decision - Unanimous,0,1,26 of 87,50 of 127,29%,39%,41 of 103,65 of 143,0 of 0,4 of 5,---,80%,0,0,3,5:00,"5' 11""","6' 2""","77""","78""",Switch,Orthodox
Julian Marquez,Darren Stewart,Julian Marquez,UFC Fight Night: Lawler vs. Dos Anjos,Jerin Valel,Submission,0,0,32 of 64,33 of 58,50%,56%,37 of 69,37 of 66,0 of 3,4 of 6,0%,66%,3,0,2,2:42,"6' 2""","6' 0""","72""","74""",Orthodox,Orthodox
Chad Laprise,Galore Bofando,Chad Laprise,UFC Fight Night: Lawler vs. Dos Anjos,Yves Lavigne,KO/TKO,0,1,20 of 39,13 of 26,51%,50%,42 of 66,13 of 26,1 of 1,0 of 0,100%,---,0,0,1,4:10,"5' 10""","5' 11""","71""","72""",Orthodox,Switch
Nordine Taleb,Danny Roberts,Nordine Taleb,UFC Fight Night: Lawler vs. Dos Anjos,Jerin Valel,KO/TKO,1,0,5 of 5,1 of 4,100%,25%,5 of 5,1 of 4,0 of 0,0 of 0,---,---,0,0,1,0:59,"6' 1""","6' 1""","74""","74""",Orthodox,Southpaw
John Makdessi,Abel Trujillo,John Makdessi,UFC Fight Night: Lawler vs. Dos Anjos,Dan Miragliotta,Decision - Unanimous,1,0,47 of 104,29 of 91,45%,31%,57 of 119,30 of 93,0 of 0,1 of 6,---,16%,0,0,3,5:00,"5' 8""","5' 8""","68""","70""",Orthodox,Orthodox
Alessio Di Chirico,Oluwale Bamgbose,Alessio Di Chirico,UFC Fight Night: Lawler vs. Dos Anjos,Herb Dean,KO/TKO,1,0,6 of 37,10 of 17,16%,58%,6 of 37,10 of 19,1 of 1,0 of 1,100%,0%,0,0,2,2:14,"6' 0""","5' 11""","74""","78""",Orthodox,Switch
Jordan Mein,Erick Silva,Jordan Mein,UFC Fight Night: Lawler vs. Dos Anjos,Yves Lavigne,Decision - Unanimous,0,0,51 of 127,13 of 48,40%,27%,97 of 183,16 of 51,3 of 4,0 of 3,75%,0%,1,0,3,5:00,"6' 0""","6' 0""","73""","74""",Orthodox,Orthodox
Cub Swanson,Brian Ortega,Brian Ortega,UFC Fight Night: Swanson vs. Ortega,Mike Beltran,Submission,0,0,60 of 97,24 of 70,61%,34%,60 of 97,24 of 70,0 of 0,0 of 1,---,0%,0,2,2,3:22,"5' 8""","5' 8""","70""","69""",Orthodox,Switch
Jason Knight,Gabriel Benitez,Gabriel Benitez,UFC Fight Night: Swanson vs. Ortega,Mark Smith,Decision - Unanimous,0,0,36 of 181,85 of 192,19%,44%,37 of 182,91 of 199,1 of 9,0 of 0,11%,---,0,0,3,5:00,"5' 10""","5' 8""","71""","71""",Orthodox,Southpaw
Marlon Moraes,Aljamain Sterling,Marlon Moraes,UFC Fight Night: Swanson vs. Ortega,Mike Bell,KO/TKO,2,0,7 of 14,3 of 10,50%,30%,10 of 17,3 of 10,0 of 0,0 of 0,---,---,0,0,1,1:07,"5' 6""","5' 7""","67""","71""",Orthodox,Orthodox
Scott Holtzman,Darrell Horcher,Scott Holtzman,UFC Fight Night: Swanson vs. Ortega,Mike Beltran,Decision - Unanimous,0,0,49 of 82,36 of 63,59%,57%,173 of 212,60 of 87,7 of 11,1 of 1,63%,100%,0,0,3,5:00,"5' 9""","5' 10""","69""","70""",Orthodox,Southpaw
Eryk Anders,Markus Perez,Eryk Anders,UFC Fight Night: Swanson vs. Ortega,Mark Smith,Decision - Unanimous,0,0,79 of 141,30 of 60,56%,50%,104 of 171,41 of 72,2 of 4,2 of 5,50%,40%,0,1,3,5:00,"6' 1""","6' 1""","75""","73""",Southpaw,Orthodox
Albert Morales,Benito Lopez,Benito Lopez,UFC Fight Night: Swanson vs. Ortega,Mike Bell,Decision - Unanimous,0,1,78 of 198,78 of 187,39%,41%,109 of 252,79 of 188,0 of 1,0 of 0,0%,---,0,1,3,5:00,"5' 9""","5' 10""","72""","73""",Orthodox,Switch
Alexis Davis,Liz Carmouche,Alexis Davis,UFC Fight Night: Swanson vs. Ortega,Frank Trigg,Decision - Split,0,0,23 of 63,49 of 71,36%,69%,132 of 182,191 of 215,1 of 3,4 of 4,33%,100%,2,0,3,5:00,"5' 6""","5' 6""","68""","66""",Orthodox,Orthodox
Luke Sanders,Andre Soukhamthath,Andre Soukhamthath,UFC Fight Night: Swanson vs. Ortega,Josh Rosenthal,KO/TKO,0,1,23 of 67,20 of 49,34%,40%,37 of 82,23 of 52,0 of 1,0 of 0,0%,---,0,0,2,1:06,"5' 6""","5' 9""","67""","70""",Southpaw,Orthodox
Carls John De Tomas,Alex Perez,Alex Perez,UFC Fight Night: Swanson vs. Ortega,Mark Lawley,Submission,0,0,8 of 28,24 of 40,28%,60%,9 of 29,42 of 62,0 of 2,2 of 4,0%,50%,0,3,2,1:54,"5' 5""","5' 6""","71""","65""",Southpaw,Orthodox
Frankie Saenz,Merab Dvalishvili,Frankie Saenz,UFC Fight Night: Swanson vs. Ortega,Frank Trigg,Decision - Split,0,0,58 of 106,47 of 118,54%,39%,66 of 115,104 of 180,0 of 3,11 of 23,0%,47%,0,0,3,5:00,"5' 6""","5' 6""","66""","68""",Orthodox,Orthodox
Alejandro Perez,Iuri Alcantara,Alejandro Perez,UFC Fight Night: Swanson vs. Ortega,Josh Rosenthal,Decision - Unanimous,0,0,35 of 97,38 of 99,36%,38%,38 of 100,39 of 100,0 of 3,0 of 3,0%,0%,0,0,3,5:00,"5' 6""","5' 9""","67""","71""",Orthodox,Southpaw
Chris Gruetzemacher,Davi Ramos,Davi Ramos,UFC Fight Night: Swanson vs. Ortega,Mark Lawley,Submission,0,0,46 of 97,55 of 124,47%,44%,57 of 110,65 of 136,0 of 0,5 of 9,---,55%,0,1,3,0:50,"5' 8""","5' 6""","68""","70""",Orthodox,Orthodox
Antonio Braga Neto,Trevin Giles,Trevin Giles,UFC Fight Night: Swanson vs. Ortega,Frank Trigg,KO/TKO,0,1,18 of 73,70 of 113,24%,61%,26 of 86,77 of 120,2 of 5,0 of 0,40%,---,0,0,3,2:27,"6' 3""","6' 0""","77""","74""",Orthodox,Orthodox
Max Holloway,Jose Aldo,Max Holloway,UFC 218: Holloway vs. Aldo 2,Herb Dean,KO/TKO,0,0,174 of 397,87 of 163,43%,53%,181 of 406,89 of 165,0 of 0,0 of 1,---,0%,0,0,3,4:51,"5' 11""","5' 7""","69""","70""",Orthodox,Orthodox
Alistair Overeem,Francis Ngannou,Francis Ngannou,UFC 218: Holloway vs. Aldo 2,Dan Miragliotta,KO/TKO,0,1,1 of 4,6 of 14,25%,42%,1 of 4,11 of 20,0 of 1,0 of 0,0%,---,0,0,1,1:42,"6' 4""","6' 4""","80""","83""",Orthodox,Orthodox
Henry Cejudo,Sergio Pettis,Henry Cejudo,UFC 218: Holloway vs. Aldo 2,Keith Peterson,Decision - Unanimous,0,0,36 of 83,25 of 98,43%,25%,85 of 148,38 of 112,3 of 5,0 of 1,60%,0%,0,0,3,5:00,"5' 4""","5' 6""","64""","69""",Orthodox,Orthodox
Eddie Alvarez,Justin Gaethje,Eddie Alvarez,UFC 218: Holloway vs. Aldo 2,Herb Dean,KO/TKO,1,0,155 of 356,122 of 237,43%,51%,162 of 366,124 of 240,1 of 2,0 of 1,50%,0%,0,0,3,3:59,"5' 9""","5' 11""","69""","70""",Orthodox,Orthodox
Tecia Torres,Michelle Waterson-Gomez,Tecia Torres,UFC 218: Holloway vs. Aldo 2,Keith Peterson,Decision - Unanimous,0,0,95 of 173,56 of 138,54%,40%,154 of 238,66 of 148,1 of 2,2 of 3,50%,66%,0,0,3,5:00,"5' 1""","5' 3""","60""","62""",Orthodox,Orthodox
Charles Oliveira,Paul Felder,Paul Felder,UFC 218: Holloway vs. Aldo 2,Dan Miragliotta,KO/TKO,0,0,6 of 13,31 of 46,46%,67%,12 of 20,37 of 52,2 of 3,0 of 0,66%,---,2,0,2,4:06,"5' 10""","5' 11""","74""","70""",Orthodox,Orthodox
Alex Oliveira,Yancy Medeiros,Yancy Medeiros,UFC 218: Holloway vs. Aldo 2,Bobby  Wombacher,KO/TKO,2,2,93 of 161,75 of 151,57%,49%,96 of 164,78 of 155,2 of 5,1 of 1,40%,100%,0,0,3,2:02,"5' 11""","5' 10""","76""","75""",Orthodox,Orthodox
David Teymur,Drakkar Klose,David Teymur,UFC 218: Holloway vs. Aldo 2,Herb Dean,Decision - Unanimous,0,0,52 of 137,39 of 100,37%,39%,71 of 164,55 of 118,1 of 3,2 of 7,33%,28%,0,0,3,5:00,"5' 9""","5' 9""","73""","70""",Southpaw,Orthodox
Felice Herrig,Cortney Casey,Felice Herrig,UFC 218: Holloway vs. Aldo 2,Bobby  Wombacher,Decision - Split,0,0,76 of 262,91 of 233,29%,39%,82 of 268,92 of 234,1 of 2,0 of 0,50%,---,0,0,3,5:00,"5' 4""","5' 7""","65""","67""",Orthodox,Orthodox
Amanda Cooper,Angela Magana,Amanda Cooper,UFC 218: Holloway vs. Aldo 2,Keith Peterson,KO/TKO,0,0,40 of 60,12 of 31,66%,38%,131 of 184,17 of 38,1 of 3,0 of 1,33%,0%,1,0,2,4:34,"5' 3""","5' 1""","64""","65""",Switch,Orthodox
Sabah Homasi,Abdul Razak Alhassan,Abdul Razak Alhassan,UFC 218: Holloway vs. Aldo 2,Herb Dean,KO/TKO,0,1,39 of 60,27 of 61,65%,44%,41 of 62,34 of 70,0 of 2,1 of 3,0%,33%,0,0,1,4:21,"6' 0""","5' 10""","72""","73""",Orthodox,Orthodox
Jeremy Kimball,Dominick Reyes,Dominick Reyes,UFC 218: Holloway vs. Aldo 2,Bobby  Wombacher,Submission,0,0,4 of 6,16 of 28,66%,57%,4 of 6,27 of 42,1 of 4,1 of 1,25%,100%,0,1,1,3:39,"6' 0""","6' 4""","72""","77""",Switch,Southpaw
Justin Willis,Allen Crowder,Justin Willis,UFC 218: Holloway vs. Aldo 2,Dan Miragliotta,KO/TKO,1,0,22 of 44,15 of 38,50%,39%,25 of 47,17 of 41,0 of 0,0 of 0,---,---,0,0,1,2:33,"6' 1""","6' 3""","78""","76""",Southpaw,Orthodox
Nicco Montano,Roxanne Modafferi,Nicco Montano,The Ultimate Fighter: A New World Champion Finale,John McCarthy,Decision - Unanimous,0,0,186 of 456,132 of 403,40%,32%,242 of 524,154 of 433,3 of 6,2 of 9,50%,22%,1,1,5,5:00,"5' 5""","5' 7""","65""","69""",Southpaw,Orthodox
Sean O'Malley,Terrion Ware,Sean O'Malley,The Ultimate Fighter: A New World Champion Finale,Herb Dean,Decision - Unanimous,0,0,141 of 252,88 of 288,55%,30%,142 of 255,96 of 296,3 of 6,0 of 2,50%,0%,0,0,3,5:00,"5' 11""","5' 8""","72""","71""",Switch,Orthodox
Barb Honchak,Lauren Murphy,Lauren Murphy,The Ultimate Fighter: A New World Champion Finale,John McCarthy,Decision - Split,0,0,71 of 236,59 of 197,30%,29%,75 of 241,77 of 222,0 of 0,2 of 2,---,100%,2,0,3,5:00,"5' 4""","5' 5""","65""","67""",Orthodox,Orthodox
Eric Spicely,Gerald Meerschaert,Gerald Meerschaert,The Ultimate Fighter: A New World Champion Finale,Herb Dean,KO/TKO,0,1,17 of 31,36 of 85,54%,42%,59 of 81,45 of 95,1 of 5,0 of 0,20%,---,1,0,2,2:18,"6' 1""","6' 1""","73""","77""",Orthodox,Southpaw
DeAnna Bennett,Melinda Fabian,,The Ultimate Fighter: A New World Champion Finale,John McCarthy,Decision - Majority,0,1,47 of 81,49 of 117,58%,41%,82 of 117,102 of 175,0 of 11,0 of 0,0%,---,1,0,3,5:00,"5' 4""","5' 6""","68""","66""",Orthodox,Orthodox
Joe Soto,Brett Johns,Brett Johns,The Ultimate Fighter: A New World Champion Finale,Mark Smith,Submission,0,0,0 of 0,1 of 9,---,11%,0 of 0,1 of 9,0 of 1,0 of 0,0%,---,0,1,1,0:30,"5' 6""","5' 7""","65""","71""",Orthodox,Orthodox
Christina Marks,Montana De La Rosa,Montana De La Rosa,The Ultimate Fighter: A New World Champion Finale,Chris Tognoni,Submission,0,0,10 of 17,6 of 17,58%,35%,17 of 24,8 of 19,1 of 1,0 of 0,100%,---,0,1,1,2:00,"5' 7""","5' 7""","69""","68""",Orthodox,Orthodox
Andrew Sanchez,Ryan Janes,Ryan Janes,The Ultimate Fighter: A New World Champion Finale,Mark Smith,KO/TKO,2,0,96 of 183,159 of 267,52%,59%,113 of 200,200 of 312,3 of 7,0 of 0,42%,---,0,0,3,0:58,"6' 1""","6' 3""","74""","76""",Orthodox,Orthodox
Karine Gevorgyan,Rachael Ostovich,Rachael Ostovich,The Ultimate Fighter: A New World Champion Finale,Chris Tognoni,Submission,0,0,2 of 10,3 of 13,20%,23%,2 of 10,5 of 15,0 of 2,1 of 1,0%,100%,0,1,1,1:40,"5' 4""","5' 3""","63""","62""",,Orthodox
Ariel Beck,Shana Dobson,Shana Dobson,The Ultimate Fighter: A New World Champion Finale,Mark Smith,KO/TKO,0,1,35 of 102,34 of 95,34%,35%,35 of 102,36 of 97,0 of 0,0 of 0,---,---,0,0,2,2:53,"5' 6""","5' 6""","66""","69""",Southpaw,Orthodox
Gillian Robertson,Emily Whitmire,Gillian Robertson,The Ultimate Fighter: A New World Champion Finale,Chris Tognoni,Submission,0,0,2 of 6,9 of 15,33%,60%,4 of 8,13 of 20,1 of 1,0 of 0,100%,---,1,0,1,2:12,"5' 5""","5' 5""","63""","63""",Orthodox,Orthodox
Michael Bisping,Kelvin Gastelum,Kelvin Gastelum,UFC Fight Night: Bisping vs. Gastelum,Marc Goddard,KO/TKO,0,1,7 of 24,14 of 27,29%,51%,7 of 24,14 of 27,0 of 0,0 of 0,---,---,0,0,1,2:30,"6' 1""","5' 9""","75""","71""",Orthodox,Southpaw
Li Jingliang,Zak Ottow,Li Jingliang,UFC Fight Night: Bisping vs. Gastelum,Herb Dean,KO/TKO,1,0,26 of 50,5 of 17,52%,29%,27 of 51,5 of 17,0 of 0,0 of 0,---,---,0,0,1,2:57,"6' 0""","5' 11""","71""","72""",Orthodox,Orthodox
Wang Guan,Alex Caceres,Wang Guan,UFC Fight Night: Bisping vs. Gastelum,Steve Perceval,Decision - Split,1,0,71 of 164,49 of 123,43%,39%,75 of 169,49 of 124,0 of 3,0 of 0,0%,---,0,0,3,5:00,"5' 9""","5' 10""","71""","73""",Orthodox,Southpaw
Muslim Salikhov,Alex Garcia,Alex Garcia,UFC Fight Night: Bisping vs. Gastelum,John Sharp,Submission,0,0,10 of 27,6 of 24,37%,25%,10 of 27,21 of 39,0 of 0,3 of 7,---,42%,0,1,2,3:22,"5' 11""","5' 9""","70""","72""",Orthodox,Orthodox
Zabit Magomedsharipov,Sheymon Moraes,Zabit Magomedsharipov,UFC Fight Night: Bisping vs. Gastelum,Marc Goddard,Submission,0,0,34 of 70,18 of 31,48%,58%,60 of 101,23 of 38,11 of 15,0 of 0,73%,---,1,0,3,4:30,"6' 1""","5' 8""","73""","72""",Orthodox,Orthodox
Song Kenan,Bobby Nash,Song Kenan,UFC Fight Night: Bisping vs. Gastelum,Herb Dean,KO/TKO,1,0,14 of 14,1 of 3,100%,33%,15 of 15,1 of 3,0 of 0,0 of 0,---,---,0,0,1,0:15,"6' 0""","6' 0""","71""","74""",Orthodox,Orthodox
Kailin Curran,Yan Xiaonan,Yan Xiaonan,UFC Fight Night: Bisping vs. Gastelum,Thomas Fan,Decision - Unanimous,0,0,52 of 134,96 of 211,38%,45%,139 of 233,106 of 222,2 of 6,0 of 0,33%,---,0,0,3,5:00,"5' 4""","5' 5""","65""","63""",Orthodox,Orthodox
Song Yadong,Bharat Kandare,Song Yadong,UFC Fight Night: Bisping vs. Gastelum,John Sharp,Submission,1,0,8 of 29,3 of 30,27%,10%,9 of 30,3 of 30,0 of 0,0 of 1,---,0%,1,0,1,4:16,"5' 8""","5' 7""","67""","72""",Orthodox,Orthodox
Chase Sherman,Shamil Abdurakhimov,Shamil Abdurakhimov,UFC Fight Night: Bisping vs. Gastelum,Steve Perceval,KO/TKO,0,1,5 of 13,6 of 10,38%,60%,5 of 13,6 of 10,0 of 0,0 of 0,---,---,0,0,1,1:24,"6' 4""","6' 3""","78""","76""",Orthodox,Orthodox
Wu Yanan,Gina Mazany,Gina Mazany,UFC Fight Night: Bisping vs. Gastelum,Marc Goddard,Decision - Unanimous,0,0,22 of 51,38 of 65,43%,58%,41 of 72,202 of 255,1 of 2,5 of 7,50%,71%,0,0,3,5:00,"5' 8""","5' 6""","66""","68""",Orthodox,Southpaw
Wulijiburen,Rolando Dy,Rolando Dy,UFC Fight Night: Bisping vs. Gastelum,Herb Dean,Decision - Unanimous,0,1,17 of 60,26 of 99,28%,26%,37 of 81,35 of 109,4 of 11,0 of 1,36%,0%,0,0,3,5:00,"5' 9""","5' 8""","69""","69""",Orthodox,Orthodox
Cyril Asker,Hu Yaozong,Cyril Asker,UFC Fight Night: Bisping vs. Gastelum,Thomas Fan,Submission,0,0,20 of 35,8 of 18,57%,44%,91 of 119,11 of 22,4 of 4,0 of 0,100%,---,1,1,2,2:33,"6' 0""","6' 3""","74""","72""",Orthodox,Orthodox
Fabricio Werdum,Marcin Tybura,Fabricio Werdum,UFC Fight Night: Werdum vs. Tybura,Leon Roberts,Decision - Unanimous,0,0,155 of 265,127 of 257,58%,49%,179 of 290,137 of 269,1 of 7,1 of 1,14%,100%,0,0,5,5:00,"6' 4""","6' 3""","77""","78""",Orthodox,Orthodox
Bec Rawlings,Jessica-Rose Clark,Jessica-Rose Clark,UFC Fight Night: Werdum vs. Tybura,John Sharp,Decision - Split,0,0,65 of 145,101 of 174,44%,58%,81 of 162,108 of 181,2 of 3,2 of 3,66%,66%,1,1,3,5:00,"5' 6""","5' 5""","64""","64""",Orthodox,Orthodox
Tim Means,Belal Muhammad,Belal Muhammad,UFC Fight Night: Werdum vs. Tybura,Steve Perceval,Decision - Split,0,0,91 of 234,88 of 221,38%,39%,93 of 236,90 of 224,0 of 1,1 of 5,0%,20%,0,0,3,5:00,"6' 2""","5' 11""","75""","72""",Orthodox,Orthodox
