,name,nickname,wins,losses,draws,age,nation,knockdown_avg,sig_str_accuracy,takedown_average,takedown_accuracy,subs_attempted_average,height,reach,stance,sig_str_landed_per_min,average_fight_time,sig_str_absorbed_per_min,sig_str_defense,takedown_defense
1561,Loma Lookboonmee,435,8.0,3.0,0,28.0,74,0.0,0.58,2.04,0.5,0.2,61,61,0.0,4.14,13.683333333333334,2.58,0.52,0.74
1562,Loopy Godinez,267,12.0,3.0,0,30.0,56,0.11,0.49,3.39,0.46,1.1,62,61,0.0,4.31,13.283333333333333,3.76,0.62,0.86
1563,Lorenz Larkin,The Monsoon,18.0,6.0,0,37.0,69,0.54,0.46,0.27,0.42,0.1,71,72,0.0,3.53,11.2,2.74,0.63,0.79
1564,Lorenzo Hood,Dream Killer,14.0,5.0,0,34.0,69,0.0,0.61,0.0,0.0,0.0,75,80,1.0,2.64,4.933333333333334,4.66,0.11,1.0
1565,Louis Cosce,140,7.0,2.0,0,28.0,69,1.04,0.45,1.04,0.2,0.5,69,71,0.0,4.31,9.666666666666666,5.35,0.47,0.5
1566,Louis Gaudinot,Goodnight,8.0,4.0,0,39.0,69,0.0,0.37,0.57,0.4,1.1,63,63,0.0,2.34,10.616666666666667,6.42,0.48,0.31
1567,Louis Smolka,Da Last Samurai,17.0,9.0,0,32.0,69,0.19,0.47,1.69,0.35,1.8,69,68,0.0,4.67,9.4,4.11,0.53,0.32
1569,Lu Kai,The Last Gladiator,8.0,5.0,0,29.0,85,0.0,0.43,2.62,0.5,2.6,69,69,0.0,3.76,3.8166666666666664,5.51,0.55,1.0
1570,Luan Chagas,Tarzan,15.0,3.0,1,30.0,51,1.29,0.47,0.32,0.12,0.3,72,75,0.0,4.16,11.6,3.19,0.62,0.85
1571,Luan Lacerda,404,12.0,3.0,0,31.0,51,0.0,0.44,1.26,0.25,0.6,67,71,0.0,4.52,11.95,7.07,0.47,0.75
1572,Luana Carolina,Dread,9.0,4.0,0,30.0,51,0.15,0.5,0.15,0.25,0.7,66,69,0.0,4.65,12.916666666666666,4.0,0.47,0.76
1573,Luana Pinheiro,543,11.0,2.0,0,31.0,51,0.59,0.41,2.36,0.4,0.3,62,62,0.0,3.89,10.183333333333334,4.38,0.62,0.66
1574,Luana Santos,624,7.0,1.0,0,23.0,51,0.0,0.55,1.61,0.5,0.0,66,67,0.0,6.21,9.35,3.64,0.64,0.66
1575,Lucas Alexander,The Lion,8.0,4.0,0,28.0,51,0.81,0.55,0.0,0.0,0.0,71,73,0.0,5.23,6.183333333333334,1.83,0.71,0.57
1576,Lucas Almeida,20,14.0,3.0,0,33.0,51,0.83,0.47,0.0,0.0,0.0,71,71,0.0,5.05,9.066666666666666,5.32,0.45,0.4
1578,Lucas Martins,Mineiro,19.0,3.0,0,35.0,51,0.73,0.35,0.0,0.0,0.5,72,72,1.0,2.87,8.8,4.14,0.6,0.76
1579,Lucie Pudilova,558,14.0,9.0,0,29.0,114,0.22,0.37,0.55,0.27,0.7,68,67,0.0,3.68,13.533333333333333,3.83,0.51,0.66
1582,Ludovit Klein,Mr Highlight,20.0,4.0,1,28.0,117,0.34,0.54,1.52,0.45,0.0,67,72,1.0,3.49,12.666666666666666,3.53,0.53,0.83
1583,Luigi Fioravanti,229,26.0,15.0,0,43.0,69,0.31,0.42,3.76,0.63,0.9,68,70,0.0,2.23,10.65,2.21,0.69,0.67
1584,Luigi Vendramini,The Italian Stallion,9.0,3.0,0,28.0,51,0.56,0.4,1.11,0.15,0.6,68,73,0.0,2.82,6.733333333333333,3.82,0.57,1.0
1585,Luis Gomez,Tiger Junior,4.0,1.0,0,29.0,39,0.0,0.33,4.48,0.5,0.0,67,68,0.0,1.57,13.383333333333333,4.03,0.55,0.33
1586,Luis Henrique,KLB,10.0,5.0,0,30.0,99,0.0,0.43,3.09,0.36,1.0,74,74,0.0,1.81,12.133333333333333,2.22,0.47,0.5
1587,Luis Pajuelo,Corazon de Leon,8.0,1.0,0,29.0,99,0.0,0.61,0.0,0.0,0.0,70,69,0.0,9.15,3.716666666666667,5.11,0.62,0.66
1588,Luis Pena,Violent Bob Ross,9.0,3.0,0,30.0,16,0.15,0.46,1.17,0.33,1.2,75,75,1.0,3.66,12.833333333333334,3.12,0.51,0.48
1590,Luis Rodriguez,Lazy Boy,11.0,2.0,0,24.0,56,0.0,0.37,2.0,0.5,2.0,66,65,0.0,1.27,15.0,3.2,0.54,1.0
1591,Luis Saldana,609,16.0,7.0,1,33.0,69,0.64,0.5,0.64,0.17,0.2,71,73,0.0,5.16,14.15,3.65,0.6,0.44
1592,Luiz Cane,Banha,17.0,7.0,0,42.0,51,1.67,0.41,0.56,0.28,0.3,74,77,1.0,4.79,5.983333333333333,5.0,0.6,1.0
1594,Luiz Garagorri,5014,13.0,2.0,0,34.0,51,0.0,0.51,0.48,1.0,0.0,69,70,0.0,3.42,10.433333333333334,2.36,0.58,0.61
1595,Lukasz Brzeski,The Bull,8.0,4.0,1,31.0,50,0.0,0.48,0.64,0.5,0.6,76,78,0.0,5.08,11.716666666666667,3.46,0.57,0.42
1596,Lukasz Sajewski,Wookie,13.0,3.0,0,33.0,50,0.0,0.35,1.01,0.25,0.0,68,71,0.0,2.06,9.866666666666667,3.88,0.57,0.66
1597,Lukasz Sudolski,5015,8.0,1.0,0,30.0,50,0.0,0.67,0.0,0.0,0.0,76,75,0.0,5.7,3.6833333333333336,4.89,0.28,1.0
1598,Luke Barnatt,The Bigslow,13.0,4.0,0,35.0,69,0.42,0.36,0.63,0.42,0.4,78,77,0.0,4.43,11.933333333333334,3.87,0.59,0.63
1600,Luke Cummo,The Silent Assassin,6.0,6.0,0,43.0,69,0.71,0.43,0.89,0.55,1.4,72,74,0.0,1.74,12.066666666666666,1.5,0.59,0.42
1601,Luke Flores,233,9.0,2.0,0,35.0,69,0.0,0.44,0.0,0.0,1.2,72,73,1.0,1.56,5.05,1.88,0.6,0.4
1602,Luke Jumeau,The Jedi,13.0,5.0,0,35.0,59,0.0,0.43,0.25,1.0,0.0,71,72,0.0,2.93,15.0,3.17,0.58,0.86
1603,Luke Rockhold,579,16.0,6.0,0,39.0,69,0.91,0.49,0.7,0.29,1.0,75,77,1.0,4.1,7.75,2.68,0.53,0.65
1604,Luke Sanders,Cool Hand,13.0,5.0,0,38.0,69,0.95,0.52,0.71,0.3,0.2,66,67,1.0,6.61,7.35,4.37,0.5,0.72
1605,Luke Zachrich,779,14.0,4.0,0,42.0,69,0.0,0.32,0.74,0.33,0.0,74,74,0.0,4.56,6.733333333333333,4.46,0.62,0.8
1606,Lyman Good,Cyborg,21.0,6.0,0,38.0,69,0.82,0.48,0.27,1.0,0.0,72,74,0.0,5.34,9.133333333333333,4.01,0.63,0.75
1607,Lyoto Machida,The Dragon,24.0,8.0,0,45.0,51,0.69,0.53,1.21,0.65,0.4,73,74,1.0,2.59,11.616666666666667,1.57,0.61,0.75
1609,Mac Danzig,153,21.0,12.0,1,44.0,69,0.3,0.48,1.2,0.37,0.6,68,70,0.0,3.39,10.983333333333333,3.44,0.57,0.46
1610,Mackens Semerzier,Da Menace,8.0,4.0,0,43.0,69,0.0,0.45,2.14,0.5,2.1,69,72,0.0,2.91,8.016666666666667,3.48,0.46,0.5
1611,Mackenzie Dern,165,13.0,4.0,0,30.0,69,0.19,0.4,0.77,0.14,1.4,64,63,0.0,3.49,13.066666666666666,4.21,0.51,0.4
1612,Macy Chiasson,126,9.0,3.0,0,32.0,69,0.31,0.44,2.17,0.34,0.3,71,72,0.0,3.64,10.766666666666667,2.61,0.46,0.64
1613,Mads Burnell,102,9.0,3.0,0,29.0,87,0.0,0.41,3.45,0.47,0.4,68,69,0.0,1.28,13.033333333333333,2.71,0.51,0.22
1614,Magnus Cedenblad,Jycken,14.0,5.0,0,41.0,34,0.32,0.51,2.87,0.64,1.0,77,79,0.0,2.38,7.85,3.02,0.4,0.66
1615,Magomed Ankalaev,36,19.0,1.0,1,31.0,0,0.71,0.53,1.02,0.31,0.0,75,75,0.0,3.64,11.35,2.25,0.59,0.86
1616,Magomed Bibulatov,Chaborz,14.0,2.0,0,35.0,0,0.0,0.51,2.85,0.4,0.0,65,65,0.0,3.6,10.55,1.83,0.52,0.75
1617,Magomed Gadzhiyasulov,244,8.0,0.0,0,30.0,99,0.0,0.46,6.0,0.85,0.0,74,75,0.0,4.87,15.0,1.6,0.73,1.0
1618,Maheshate,454,9.0,3.0,0,24.0,85,0.77,0.26,0.0,0.0,0.0,72,71,0.0,2.91,9.716666666666667,4.86,0.49,0.45
1619,Maia Stevenson,679,6.0,5.0,0,41.0,69,0.0,0.54,3.91,1.0,0.0,64,62,0.0,1.57,3.8333333333333335,3.13,0.33,0.5
1623,Mairbek Taisumov,Beckan,27.0,6.0,0,35.0,0,0.77,0.39,1.34,0.63,0.0,69,73,0.0,2.98,8.7,3.03,0.64,0.88
1624,Maki Pitolo,Coconut Bombz,13.0,9.0,0,33.0,69,0.25,0.44,2.24,0.52,0.8,70,75,0.0,4.1,8.616666666666667,3.93,0.55,0.5
1625,Makwan Amirkhani,Mr Finland,17.0,9.0,0,35.0,4,0.12,0.44,3.96,0.43,1.1,70,72,1.0,1.33,9.2,2.98,0.46,0.35
1626,Malcolm Gordon,X,14.0,8.0,0,33.0,67,0.0,0.45,1.72,0.35,1.0,67,71,3.0,2.5,6.216666666666667,2.0,0.43,0.26
1627,Malik Lewis,Hard Knock,6.0,2.0,0,27.0,47,0.0,0.45,3.98,0.4,0.0,72,75,0.0,4.16,11.316666666666666,5.66,0.4,0.5
1628,Mallory Martin,471,7.0,5.0,0,30.0,69,0.0,0.48,2.28,0.43,0.3,64,63,0.0,4.42,9.216666666666667,6.64,0.55,0.25
1629,Mana Martinez,ManaBoi,10.0,4.0,0,27.0,69,0.96,0.48,0.72,0.42,0.5,70,70,0.0,4.33,12.466666666666667,4.94,0.5,0.25
1630,Mando Gutierrez,El Toro,7.0,2.0,0,26.0,69,0.0,0.75,1.0,1.0,1.0,66,70,1.0,0.8,15.0,1.33,0.5,0.4
1631,Mandy Bohm,Monster,8.0,2.0,0,34.0,47,0.0,0.45,0.72,0.18,0.7,67,71,0.0,2.51,13.966666666666667,3.24,0.6,0.75
1632,Manel Kape,StarBoy,19.0,6.0,0,30.0,118,1.09,0.54,0.65,0.37,0.4,65,68,1.0,5.12,11.466666666666667,4.51,0.59,0.77
1633,Manny Bermudez,The Bermudez Triangle,14.0,2.0,0,29.0,69,0.51,0.61,3.06,0.54,3.1,70,71,0.0,2.92,5.883333333333333,2.68,0.46,0.0
1634,Manny Vazquez,740,11.0,2.0,0,30.0,99,1.0,0.41,1.0,0.33,1.0,70,72,0.0,1.47,15.0,2.67,0.48,0.0
1635,Manolo Zecchini,Angelo Veneziano,11.0,4.0,0,27.0,16,0.0,0.21,0.0,0.0,0.0,68,68,0.0,2.34,3.85,6.75,0.46,0.0
1636,Manon Fiorot,The Beast,11.0,1.0,0,33.0,58,0.0,0.39,1.36,0.46,0.0,67,65,0.0,6.05,15.0,3.31,0.69,0.91
1639,Manuel Torres,El Loco,14.0,2.0,0,28.0,56,6.04,0.58,0.0,0.0,0.0,70,73,3.0,9.66,2.4833333333333334,3.76,0.56,1.0
1640,Manvel Gamburyan,The Anvil,15.0,10.0,0,42.0,23,0.16,0.41,3.26,0.34,0.7,65,67,0.0,2.13,9.683333333333334,2.83,0.55,0.69
1641,Mara Romero Borella,Maravilha,12.0,9.0,0,37.0,16,0.0,0.37,1.83,0.44,0.2,66,69,0.0,2.54,9.4,2.48,0.71,0.66
1642,Marc Diakiese,Bonecrusher,17.0,7.0,0,30.0,113,0.16,0.4,3.29,0.43,0.0,70,73,0.0,2.54,12.133333333333333,2.64,0.52,0.66
1643,MarcAndre Barriault,Powerbar,16.0,7.0,0,33.0,67,0.32,0.47,0.22,0.25,0.1,73,74,0.0,6.19,11.566666666666666,5.67,0.52,0.67
1644,Marcel Fortuna,Maozinha,9.0,3.0,0,38.0,51,0.45,0.46,0.45,0.08,0.5,73,74,0.0,3.83,11.05,4.52,0.64,0.75
1645,Marcelo Golm,271,6.0,3.0,0,31.0,51,0.0,0.58,0.45,0.5,0.5,75,75,0.0,4.27,8.316666666666666,4.3,0.45,0.87
1646,Marcelo Guimaraes,Magrao,9.0,2.0,1,40.0,51,0.0,0.51,1.99,0.13,0.0,72,73,0.0,4.67,11.283333333333333,4.41,0.62,0.0
1647,Marcelo Rojo,Pitbull,16.0,10.0,0,35.0,2,0.0,0.39,0.46,0.5,0.0,68,71,0.0,4.92,10.85,6.42,0.55,0.66
1649,Marcin Held,306,23.0,7.0,0,32.0,50,0.0,0.34,2.46,0.46,1.3,69,71,0.0,1.41,15.216666666666667,2.02,0.47,0.37
1650,Marcin Prachnio,550,16.0,7.0,0,35.0,50,0.2,0.55,0.0,0.0,0.0,75,74,0.0,5.39,9.3,3.25,0.53,0.54
1651,Marcin Tybura,Tybur,24.0,8.0,0,38.0,50,0.07,0.48,1.39,0.33,0.1,75,78,0.0,3.55,12.033333333333333,3.35,0.55,0.79
1653,Marcio Alexandre,Lyoto,17.0,4.0,0,34.0,51,0.0,0.45,0.35,0.2,0.7,72,75,1.0,1.61,10.566666666666666,2.89,0.42,0.66
1655,Marco Beltran,Psycho,8.0,6.0,0,37.0,56,0.23,0.37,0.7,0.5,0.2,68,69,0.0,2.07,10.783333333333333,1.93,0.63,0.46
1656,Marco Polo Reyes,El Toro,8.0,7.0,0,39.0,56,1.71,0.37,0.0,0.0,0.0,71,71,0.0,6.0,5.5,5.52,0.59,0.46
1658,Marco Tulio,Matuto,10.0,1.0,0,29.0,99,0.0,0.48,2.0,0.25,1.0,72,74,0.0,3.2,15.0,2.2,0.52,0.0
1659,Marcos Brigagao,Ironside,11.0,1.0,0,27.0,99,0.0,0.43,0.0,0.0,0.0,75,76,1.0,3.07,15.0,3.27,0.25,0.36
1661,Marcos Mariano,Dhalsim,6.0,6.0,0,37.0,51,0.0,0.27,0.0,0.0,0.0,73,76,3.0,0.25,9.966666666666667,2.11,0.43,0.28
1662,Marcos Rogerio de Lima,Pezao,21.0,10.0,1,38.0,51,0.81,0.56,1.34,0.47,0.5,73,75,0.0,3.61,6.2,2.96,0.51,0.59
1664,Marcus Aurelio,Maximus,22.0,10.0,0,50.0,51,0.23,0.33,1.69,0.27,1.3,70,74,0.0,1.42,10.8,2.27,0.59,0.27
1666,Marcus Brimage,The Bama Beast,7.0,7.0,0,38.0,69,0.37,0.35,0.56,1.0,0.0,64,71,1.0,3.97,10.05,3.64,0.56,0.8
1667,Marcus Davis,The Irish Hand Grenade,22.0,11.0,0,50.0,69,0.69,0.39,1.6,0.48,1.4,70,70,1.0,2.72,8.733333333333333,2.79,0.65,0.47
1669,Marcus LeVesseur,The Prospect,22.0,7.0,0,41.0,69,0.0,0.64,3.89,0.36,0.6,69,70,1.0,2.55,9.0,3.7,0.37,0.83
1670,Marcus McGhee,The Maniac,9.0,1.0,0,33.0,69,2.52,0.51,0.84,0.33,0.8,68,69,0.0,5.43,5.95,2.52,0.71,1.0
1671,Maria Oliveira,SpiderGirl,13.0,7.0,0,27.0,51,0.0,0.38,0.95,0.44,0.0,66,69,0.0,5.03,12.616666666666667,5.76,0.44,0.47
1672,Maria Silva,Viuva Negra,8.0,1.0,0,28.0,51,0.0,0.57,2.0,1.0,0.5,63,64,0.0,3.0,15.0,1.13,0.62,0.55
1674,Marina Rodriguez,581,17.0,3.0,2,36.0,51,0.16,0.48,0.25,0.42,0.2,66,65,0.0,4.77,14.05,2.89,0.56,0.66
1675,Mario Bautista,61,14.0,2.0,0,30.0,69,0.17,0.48,2.25,0.44,1.0,69,69,3.0,5.69,8.666666666666666,3.99,0.53,0.66
1676,Mario Sousa,Coracao Valente,15.0,3.0,0,27.0,51,0.0,0.5,0.52,0.25,0.5,75,79,0.0,2.82,9.583333333333334,2.99,0.28,0.37
1677,Marion Reneau,The Belizean Bruiser,9.0,8.0,1,46.0,69,0.0,0.41,0.62,0.63,0.8,66,68,0.0,3.2,13.1,3.52,0.59,0.5
1678,Mariusz Ksiazkiewicz,The Iron Pol,8.0,1.0,0,34.0,47,0.0,0.45,4.0,1.0,2.0,75,75,1.0,0.93,15.0,3.4,0.39,0.0
1679,Mariya Agapova,Demonslayer,10.0,4.0,0,26.0,42,0.59,0.55,0.59,0.66,0.9,66,68,1.0,4.67,8.5,3.82,0.52,0.47
1680,Mark Bocek,78,12.0,5.0,0,42.0,67,0.0,0.43,3.65,0.36,1.3,68,75,0.0,2.34,11.383333333333333,2.32,0.6,0.31
1681,Mark Cherico,The Pride of Bloomfield,11.0,1.0,0,37.0,69,0.0,0.34,5.03,0.5,0.0,67,69,0.0,3.69,2.9833333333333334,7.37,0.56,0.0
1682,Mark Climaco,134,9.0,2.0,0,26.0,69,0.0,0.59,3.5,0.36,0.0,64,65,1.0,4.13,15.0,2.9,0.57,0.46
1683,Mark Coleman,The Hammer,16.0,10.0,0,59.0,69,0.0,0.52,3.89,0.4,0.8,73,75,0.0,1.88,7.0,2.62,0.4,0.5
1685,Mark De La Rosa,Bumblebee,11.0,5.0,0,29.0,69,0.0,0.35,0.54,0.13,0.2,66,65,0.0,3.13,11.916666666666666,5.0,0.48,0.4
1686,Mark Eddiva,199,6.0,3.0,0,37.0,8,0.0,0.45,1.45,0.22,0.0,68,68,0.0,3.37,10.316666666666666,2.98,0.54,0.63
1687,Mark Godbeer,The Hand Of,13.0,4.0,0,40.0,40,0.0,0.53,0.0,0.0,0.0,76,77,0.0,3.97,7.816666666666666,3.3,0.54,0.28
1690,Mark Hominick,The Machine,20.0,12.0,0,41.0,67,0.55,0.42,0.25,0.66,0.9,68,68,0.0,4.08,9.15,4.18,0.69,0.71
1692,Mark Hunt,Super Samoan,13.0,14.0,1,49.0,43,0.71,0.43,0.51,0.55,0.2,70,72,0.0,2.81,10.216666666666667,2.9,0.51,0.64
1694,Mark Madsen,The Olympian,12.0,2.0,0,39.0,87,0.0,0.49,2.86,0.66,0.0,68,72,0.0,3.56,10.5,3.97,0.52,0.62
1697,Mark Striegl,Mugen,18.0,4.0,0,35.0,54,0.0,0.45,0.0,0.0,0.0,68,70,1.0,1.4,3.9333333333333336,4.07,0.4,0.66
1699,Markus Perez,Maluko,12.0,5.0,0,35.0,51,0.0,0.47,0.81,0.25,1.0,73,73,0.0,2.6,10.566666666666666,3.72,0.52,0.77
1700,Marlon Vera,Chito,21.0,8.0,1,31.0,38,0.63,0.5,0.58,0.39,0.9,68,70,3.0,4.37,12.9,5.16,0.51,0.7
1701,Marnic Mann,The SawedOff Savage,6.0,2.0,0,30.0,69,0.0,0.42,1.83,0.3,0.0,60,64,1.0,1.1,12.283333333333333,4.93,0.31,0.16
1703,Martin Bravo,El Toro,11.0,3.0,0,30.0,56,0.52,0.39,2.6,0.35,0.0,68,71,1.0,7.66,7.216666666666667,5.72,0.51,0.85
1704,Martin Buday,Badys,13.0,2.0,0,32.0,117,0.53,0.52,0.26,0.25,0.3,76,77,0.0,5.17,9.45,5.7,0.54,1.0
1706,Martin Day,The Spartan,8.0,6.0,0,35.0,54,0.48,0.45,0.72,0.6,0.5,70,73,0.0,3.97,12.45,3.79,0.53,0.65
1707,Martin Kampmann,The Hitman,20.0,7.0,0,41.0,87,0.49,0.42,1.86,0.41,2.0,72,72,0.0,3.22,8.683333333333334,3.28,0.62,0.78
1708,Martin Sano,Spartan,4.0,3.0,1,32.0,69,0.0,0.33,0.0,0.0,0.0,71,75,0.0,4.0,0.25,12.0,0.4,0.0
1710,Marvin Eastman,The Beastman,18.0,15.0,1,52.0,69,0.0,0.35,1.38,0.33,0.0,69,73,0.0,2.21,6.316666666666666,3.92,0.42,0.81
1711,Marvin Vettori,The Italian Dream,19.0,7.0,1,30.0,16,0.06,0.45,1.66,0.45,0.5,72,74,1.0,4.56,16.916666666666668,4.24,0.56,0.69
1712,Masanori Kanehara,365,26.0,12.0,5,41.0,54,0.29,0.49,1.44,0.5,0.9,67,67,0.0,1.88,13.033333333333333,1.63,0.62,0.63
1713,Masio Fullen,Lobo,11.0,7.0,0,37.0,56,0.0,0.32,0.47,0.33,0.0,70,70,0.0,2.46,10.566666666666666,3.5,0.54,0.69
1714,Mason Jones,Dragon,11.0,2.0,0,28.0,40,0.0,0.44,3.16,0.45,0.0,70,74,0.0,5.61,13.066666666666666,4.94,0.46,0.8
1716,Matej Penaz,Money,6.0,1.0,0,27.0,99,0.0,0.33,0.0,0.0,0.0,75,83,1.0,1.28,0.7833333333333333,2.55,0.33,0.0
1717,Mateo Vogel,Carrapato,8.0,3.0,0,27.0,67,0.0,0.46,1.0,0.16,0.0,68,71,0.0,4.47,15.0,2.87,0.65,0.0
1718,Mateusz Gamrot,Gamer,23.0,2.0,0,33.0,50,0.16,0.5,4.36,0.3,0.2,70,70,1.0,2.97,11.616666666666667,3.17,0.6,0.9
1719,Mateusz Rebecki,Chinczyk,18.0,1.0,0,31.0,50,1.04,0.53,4.16,0.72,1.6,67,66,1.0,5.31,7.2,2.01,0.63,0.66
1720,Matheus Scheffel,Buffa,14.0,7.0,0,31.0,99,0.0,0.36,0.0,0.0,0.0,74,75,0.0,1.33,3.0,3.0,0.47,1.0
1722,Matt Arroyo,No Regard,3.0,3.0,0,41.0,69,0.0,0.47,2.12,0.36,5.3,70,72,0.0,1.62,9.45,2.01,0.58,1.0
1723,Matt Bessette,The Mangler,22.0,9.0,0,39.0,69,0.32,0.41,0.64,0.28,0.3,70,70,0.0,4.36,9.35,4.45,0.58,0.61
1724,Matt Brown,The Immortal,26.0,19.0,0,43.0,69,0.6,0.55,1.68,0.46,1.3,72,75,0.0,3.76,9.216666666666667,2.92,0.55,0.63
1725,Matt Dixon,Magic,9.0,1.0,0,28.0,69,0.0,0.43,3.06,0.3,0.0,70,75,3.0,1.97,14.7,4.56,0.37,0.0
1726,Matt Dwyer,197,9.0,4.0,0,34.0,67,0.88,0.34,0.44,0.1,0.0,76,76,0.0,2.57,8.566666666666666,3.24,0.54,0.6
1727,Matt Frevola,The SteamRolla,11.0,4.0,1,33.0,69,1.3,0.42,2.59,0.4,0.9,69,71,0.0,3.71,7.366666666666666,3.57,0.59,0.42
1728,Matt Grice,The Real One,15.0,5.0,0,42.0,69,0.73,0.53,2.19,0.37,0.5,68,70,0.0,4.09,8.8,2.69,0.56,0.82
1729,Matt Hamill,The Hammer,12.0,8.0,0,47.0,69,0.1,0.42,3.0,0.34,0.0,73,76,0.0,3.69,10.316666666666666,3.8,0.61,0.91
1730,Matt Hobar,The Crowbar,9.0,3.0,0,37.0,69,0.46,0.42,3.66,0.44,0.0,70,70,1.0,3.23,10.933333333333334,4.27,0.52,0.5
1732,Matt Hughes,328,45.0,9.0,0,50.0,69,0.22,0.53,2.95,0.5,1.2,69,73,3.0,2.14,8.85,1.36,0.53,0.35
1733,Matt Lindland,The Law,22.0,9.0,0,53.0,69,0.0,0.5,3.01,0.48,1.3,72,74,1.0,2.62,9.75,1.56,0.52,0.6
1735,Matt Sayles,632,8.0,4.0,0,29.0,69,0.36,0.41,0.36,0.16,0.7,67,68,0.0,4.83,8.333333333333334,2.81,0.61,0.81
1736,Matt Schnell,Danger,16.0,7.0,0,34.0,69,0.16,0.39,0.63,0.44,1.1,68,70,0.0,4.24,7.966666666666667,4.46,0.55,0.46
1737,Matt Serra,The Terra,11.0,7.0,0,49.0,69,0.45,0.39,2.05,0.2,0.9,66,68,0.0,1.98,12.033333333333333,2.64,0.46,0.38
1740,Matt Wiman,763,16.0,10.0,0,40.0,69,0.09,0.5,2.13,0.37,1.5,70,68,0.0,3.17,9.766666666666667,3.57,0.51,0.56
1741,Matthew Lopez,440,10.0,4.0,0,37.0,69,0.0,0.5,3.32,0.6,1.3,67,69,1.0,3.13,11.3,3.73,0.55,0.71
1742,Matthew Riddle,Deep Waters,8.0,3.0,0,38.0,69,0.0,0.42,3.51,0.5,0.5,73,76,1.0,3.01,13.916666666666666,2.74,0.54,0.89
1743,Matthew Semelsberger,Semi The Jedi,11.0,7.0,0,31.0,69,1.27,0.43,1.02,0.57,0.4,73,75,3.0,3.78,11.816666666666666,4.21,0.54,0.45
1744,Maurice Greene,The Crochet Boss,9.0,7.0,0,37.0,69,0.44,0.45,0.0,0.0,0.4,79,80,0.0,3.28,8.45,3.61,0.45,0.27
1746,Mauricio Rua,Shogun,27.0,14.0,1,42.0,51,0.87,0.5,2.01,0.48,0.7,73,76,0.0,3.57,9.066666666666666,2.79,0.54,0.49
1748,Max Griffin,Pain,19.0,10.0,0,38.0,69,0.62,0.49,1.48,0.41,0.3,71,76,0.0,4.09,12.833333333333334,3.94,0.57,0.69
1749,Max Holloway,Blessed,25.0,7.0,0,32.0,69,0.34,0.47,0.27,0.53,0.3,71,69,0.0,7.17,15.933333333333334,4.75,0.59,0.84
1750,Max Rohskopf,Rated R,5.0,1.0,0,29.0,69,0.0,0.31,3.0,0.33,1.5,73,71,0.0,1.7,10.0,5.8,0.42,0.0
1751,Maxim Grishin,Maximus,32.0,10.0,2,39.0,0,0.43,0.52,0.21,0.16,0.0,75,78,0.0,3.26,14.0,2.27,0.58,0.66
1752,Maximo Blanco,Maxi,12.0,8.0,1,40.0,83,0.34,0.44,1.85,0.36,0.3,68,71,0.0,4.11,8.9,3.19,0.66,0.63
1754,Maycee Barber,The Future,13.0,2.0,0,25.0,69,0.0,0.52,1.14,0.35,0.1,65,65,3.0,4.6,11.916666666666666,2.72,0.54,0.45
1755,Mayra Bueno Silva,Sheetara,10.0,3.0,1,32.0,51,0.0,0.57,0.68,0.38,1.6,66,66,0.0,3.84,10.016666666666667,4.86,0.53,0.68
1756,Megan Anderson,29,11.0,5.0,0,33.0,59,0.52,0.46,0.52,0.25,0.5,72,72,0.0,1.76,4.816666666666666,3.35,0.37,0.53
1758,Melinda Fabian,216,4.0,4.0,2,36.0,102,0.5,0.41,0.0,0.0,0.0,66,66,0.0,4.03,15.0,4.0,0.62,1.0
1759,Melissa Dixon,No Mess,6.0,0.0,0,32.0,40,0.0,0.54,0.0,0.0,0.0,67,68,0.0,3.47,15.0,3.2,0.55,0.75
1760,Melissa Gatto,255,8.0,2.0,2,27.0,51,0.3,0.48,1.18,0.21,0.3,65,69,0.0,3.98,12.683333333333334,3.13,0.54,0.63
1761,Melissa Martinez,Super Mely,7.0,1.0,0,26.0,56,0.0,0.57,1.0,0.5,0.0,62,66,1.0,3.0,15.0,2.53,0.45,0.0
1762,Melquizael Costa,Melk Cauthy,20.0,7.0,0,27.0,51,0.0,0.46,2.49,0.27,0.5,70,71,1.0,4.29,10.033333333333333,2.99,0.59,0.42
1763,Melsik Baghdasaryan,The Gun,8.0,2.0,0,32.0,23,0.25,0.61,0.0,0.0,0.0,69,70,1.0,5.28,11.766666666666667,3.06,0.58,0.72
1765,Melvin Guillard,The Young Assassin,32.0,18.0,2,40.0,69,1.21,0.4,1.3,0.63,0.2,69,71,0.0,2.96,6.95,1.85,0.66,0.61
1766,Merab Dvalishvili,The Machine,16.0,4.0,0,33.0,72,0.09,0.41,6.55,0.36,0.3,66,68,0.0,4.46,15.4,2.41,0.56,0.78
1767,Michael Bisping,The Count,30.0,9.0,0,44.0,40,0.4,0.38,1.05,0.43,0.3,73,75,0.0,4.33,11.616666666666667,2.71,0.65,0.63
1768,Michael Chandler,Iron,23.0,8.0,0,37.0,69,0.65,0.46,2.17,0.38,0.9,68,71,0.0,4.89,7.733333333333333,4.58,0.46,0.71
1769,Michael Chiesa,Maverick,18.0,7.0,0,36.0,69,0.09,0.4,3.33,0.5,1.0,73,75,1.0,1.87,9.5,1.7,0.54,0.6
1770,Michael Cora,Kookie Monster,4.0,1.0,0,34.0,69,0.0,0.28,0.0,0.0,0.0,73,77,1.0,0.8,15.0,0.13,0.66,0.25
