fight,winner,loser,event,date,venue,title_fight,billing,winner_wins,loser_wins,winner_losses,loser_losses,winner_draws,loser_draws,winner_age,loser_age,belt_status,winner_nationality,loser_nationality,winner_fan ,loser_fan
Grant Dawson vs Jared Gordon,Grant Dawson,Jared Gordon,UFC Fight Night: Font vs. Vera,04.30.2022,UFC APEX,no,Main Card,17,18,1,4,1,0,28,33,,United States,United States,85%,15%
Darren Elkins vs Tristan Connelly,Darren Elkins,Tristan Connelly,UFC Fight Night: Font vs. Vera,04.30.2022,UFC APEX,no,Main Card,26,14,10,7,0,0,37,36,,United States,Canada,63%,37%
Krzysztof Jotko vs Gerald Meerschaert,Krzysztof Jotko,Gerald Meerschaert,UFC Fight Night: Font vs. Vera,04.30.2022,UFC APEX,no,Main Card,23,34,5,14,0,0,32,34,,Poland,United States,57%,43%
Alexandr Romanov vs Chase Sherman,Alexandr Romanov,Chase Sherman,UFC Fight Night: Font vs. Vera,04.30.2022,UFC APEX,no,Preliminary Card,15,15,0,9,0,0,31,32,,Moldova,United States,97%,3%
Francisco Figueiredo vs Daniel Lacerda,Francisco Figueiredo,Daniel Lacerda,UFC Fight Night: Font vs. Vera,04.30.2022,UFC APEX,no,Preliminary Card,12,11,4,2,1,0,32,25,,Brazil,Brazil,54%,46%
Gabe Green vs Yohan Lainesse,Gabe Green,Yohan Lainesse,UFC Fight Night: Font vs. Vera,04.30.2022,UFC APEX,no,Preliminary Card,10,8,3,0,0,0,28,29,,United States,Canada,73%,27%
Natan Levy vs Mike Breeden,Natan Levy,Mike Breeden,UFC Fight Night: Font vs. Vera,04.30.2022,UFC APEX,no,Preliminary Card,6,10,1,4,0,0,30,33,,Israel,United States,10%,90%
Shanna Young vs Gina Mazany,Shanna Young,Gina Mazany,UFC Fight Night: Font vs. Vera,04.30.2022,UFC APEX,no,Preliminary Card,7,7,4,5,0,0,31,33,,United States,United States,13%,87%
Jéssica Andrade vs Amanda Lemos,Jéssica Andrade,Amanda Lemos,UFC Fight Night: Lemos vs. Andrade,04.23.2022,UFC APEX,no,Main Event,22,11,9,1,0,1,30,34,,Brazil,Brazil,19%,81%
Claudio Puelles vs Clay Guida,Claudio Puelles,Clay Guida,UFC Fight Night: Lemos vs. Andrade,04.23.2022,UFC APEX,no,Co-Main Event,11,37,2,21,0,0,26,40,,Peru,,56%,44%
Maycee Barber vs Montana De La Rosa,Maycee Barber,Montana De La Rosa,UFC Fight Night: Lemos vs. Andrade,04.23.2022,UFC APEX,no,Main Card,9,12,2,6,0,1,23,27,,United States,United States,23%,77%
Charles Jourdain vs Lando Vannata,Charles Jourdain,Lando Vannata,UFC Fight Night: Lemos vs. Andrade,04.23.2022,UFC APEX,no,Main Card,12,12,4,5,1,2,26,30,,Canada,United States,69%,31%
Marc-André Barriault vs Jordan Wright,Marc-André Barriault,Jordan Wright,UFC Fight Night: Lemos vs. Andrade,04.23.2022,UFC APEX,no,Main Card,13,12,5,2,0,0,32,30,,Canada,United States,43%,57%
Sergey Khandozhko vs Dwight Grant,Sergey Khandozhko,Dwight Grant,UFC Fight Night: Lemos vs. Andrade,04.23.2022,UFC APEX,no,Preliminary Card,27,11,6,4,1,0,29,37,,Russia,United States,34%,66%
Tyson Pedro vs Ike Villanueva,Tyson Pedro,Ike Villanueva,UFC Fight Night: Lemos vs. Andrade,04.23.2022,UFC APEX,no,Preliminary Card,7,18,3,13,0,0,30,38,,Australia,United States,94%,6%
Aoriqileng vs Cameron Else,Aoriqileng,Cameron Else,UFC Fight Night: Lemos vs. Andrade,04.23.2022,UFC APEX,no,Preliminary Card,22,10,10,5,0,0,28,34,,China,England,21%,79%
Preston Parsons vs Evan Elder,Preston Parsons,Evan Elder,UFC Fight Night: Lemos vs. Andrade,04.23.2022,UFC APEX,no,Preliminary Card,9,7,3,0,0,0,26,25,,United States,United States,67%,33%
Philipe Lins vs Marcin Prachnio,Philipe Lins,Marcin Prachnio,UFC Fight Night: Lemos vs. Andrade,04.23.2022,UFC APEX,no,Preliminary Card,14,15,5,5,0,0,36,33,,Brazil,Poland,73%,27%
Mike Jackson vs Dean Barry,Mike Jackson,Dean Barry,UFC Fight Night: Lemos vs. Andrade,04.23.2022,UFC APEX,no,Preliminary Card,0,4,1,1,0,0,37,29,,United States,Ireland,95%,5%
Belal Muhammad vs Vicente Luque,Belal Muhammad,Vicente Luque,UFC Fight Night: Luque vs. Muhammad 2,04.16.2022,UFC APEX,no,Main Event,20,21,3,7,0,1,33,30,,United States,Brazil,20%,80%
Caio Borralho vs Gadzhi Omargadzhiev,Caio Borralho,Gadzhi Omargadzhiev,UFC Fight Night: Luque vs. Muhammad 2,04.16.2022,UFC APEX,no,Co-Main Event,10,13,1,0,0,0,29,29,,Brazil,Turkey,73%,27%
Andre Fialho vs Miguel Baeza,Andre Fialho,Miguel Baeza,UFC Fight Night: Luque vs. Muhammad 2,04.16.2022,UFC APEX,no,Main Card,14,10,4,2,0,0,28,29,,Portugal,United States,30%,70%
Mayra Bueno Silva vs Yanan Wu,Mayra Bueno Silva,Yanan Wu,UFC Fight Night: Luque vs. Muhammad 2,04.16.2022,UFC APEX,no,Main Card,7,13,2,4,1,0,30,25,,Brazil,China,91%,9%
Pat Sabatini vs T.J. Laramie,Pat Sabatini,T.J. Laramie,UFC Fight Night: Luque vs. Muhammad 2,04.16.2022,UFC APEX,no,Main Card,16,12,3,4,0,0,31,24,,United States,Canada,5%,95%
Mounir Lazzez vs Ange Loosa,Mounir Lazzez,Ange Loosa,UFC Fight Night: Luque vs. Muhammad 2,04.16.2022,UFC APEX,no,Main Card,10,8,2,2,0,0,34,28,,Tunisia,Switzerland,84%,16%
Devin Clark vs William Knight,Devin Clark,William Knight,UFC Fight Night: Luque vs. Muhammad 2,04.16.2022,UFC APEX,no,Preliminary Card,12,11,6,3,0,0,32,34,,United States,United States,38%,62%
Pannie Kianzad vs Lina Länsberg,Pannie Kianzad,Lina Länsberg,UFC Fight Night: Luque vs. Muhammad 2,04.16.2022,UFC APEX,no,Preliminary Card,15,10,6,5,0,0,30,40,,Sweden,Sweden,93%,7%
Drakkar Klose vs Brandon Jenkins,Drakkar Klose,Brandon Jenkins,UFC Fight Night: Luque vs. Muhammad 2,04.16.2022,UFC APEX,no,Preliminary Card,11,15,2,8,1,0,34,30,,United States,United States,92%,8%
Rafa García vs Jesse Ronson,Rafa García,Jesse Ronson,UFC Fight Night: Luque vs. Muhammad 2,04.16.2022,UFC APEX,no,Preliminary Card,13,21,2,10,0,0,27,36,,Mexico,Canada,72%,28%
Martin Buday vs Chris Barnett,Martin Buday,Chris Barnett,UFC Fight Night: Luque vs. Muhammad 2,04.16.2022,UFC APEX,no,Preliminary Card,9,22,1,7,0,0,30,35,,Slovak Republic,United States,71%,29%
Jordan Leavitt vs Trey Ogden,Jordan Leavitt,Trey Ogden,UFC Fight Night: Luque vs. Muhammad 2,04.16.2022,UFC APEX,no,Preliminary Card,9,15,1,4,0,0,26,32,,United States,United States,28%,72%
Sam Hughes vs Istela Nunes,Sam Hughes,Istela Nunes,UFC Fight Night: Luque vs. Muhammad 2,04.16.2022,UFC APEX,no,Preliminary Card,5,6,4,2,0,0,29,29,,United States,Brazil,11%,89%
Alatengheili vs Kevin Croom,Alatengheili,Kevin Croom,UFC Fight Night: Luque vs. Muhammad 2,04.16.2022,UFC APEX,no,Preliminary Card,14,21,8,14,2,0,30,34,,China,United States,29%,71%
Alexander Volkanovski vs Chan Sung Jung,Alexander Volkanovski,Chan Sung Jung,UFC 273: Volkanovski vs. Korean Zombie,04.09.2022,VyStar Veterans Memorial Arena,yes,Main Event,23,17,1,6,0,0,33,35,Held by Volkanovski,Australia,,11%,89%
Aljamain Sterling vs Petr Yan,Aljamain Sterling,Petr Yan,UFC 273: Volkanovski vs. Korean Zombie,04.09.2022,VyStar Veterans Memorial Arena,yes,Co-Main Event,20,16,3,2,0,0,32,29,Held by Sterling,United States,Russia,88%,12%
Khamzat Chimaev vs Gilbert Burns,Khamzat Chimaev,Gilbert Burns,UFC 273: Volkanovski vs. Korean Zombie,04.09.2022,VyStar Veterans Memorial Arena,no,Main Card,10,20,0,4,0,0,27,35,,United Arab Emirates,Brazil,13%,87%
Mackenzie Dern vs Tecia Torres,Mackenzie Dern,Tecia Torres,UFC 273: Volkanovski vs. Korean Zombie,04.09.2022,VyStar Veterans Memorial Arena,no,Main Card,11,13,2,5,0,0,29,32,,United States,United States,62%,38%
Mark Madsen vs Vinc Pichel,Mark Madsen,Vinc Pichel,UFC 273: Volkanovski vs. Korean Zombie,04.09.2022,VyStar Veterans Memorial Arena,no,Main Card,11,14,0,2,0,0,37,39,,Denmark,United States,30%,70%
Ian Machado Garry vs Darian Weeks,Ian Machado Garry,Darian Weeks,UFC 273: Volkanovski vs. Korean Zombie,04.09.2022,VyStar Veterans Memorial Arena,no,Preliminary Card,8,5,0,1,0,0,24,28,,Ireland,United States,91%,9%
Anthony Hernandez vs Josh Fremd,Anthony Hernandez,Josh Fremd,UFC 273: Volkanovski vs. Korean Zombie,04.09.2022,VyStar Veterans Memorial Arena,no,Preliminary Card,8,9,2,2,0,0,28,28,,United States,United States,24%,76%
Raquel Pennington vs Aspen Ladd,Raquel Pennington,Aspen Ladd,UFC 273: Volkanovski vs. Korean Zombie,04.09.2022,VyStar Veterans Memorial Arena,no,Preliminary Card,13,9,8,2,0,0,33,27,,United States,United States,68%,32%
Mike Malott vs Mickey Gall,Mike Malott,Mickey Gall,UFC 273: Volkanovski vs. Korean Zombie,04.09.2022,VyStar Veterans Memorial Arena,no,Preliminary Card,7,7,1,4,1,0,30,30,,Canada,United States,64%,36%
Aleksei Oleinik vs Jared Vanderaa,Aleksei Oleinik,Jared Vanderaa,UFC 273: Volkanovski vs. Korean Zombie,04.09.2022,VyStar Veterans Memorial Arena,no,Preliminary Card,59,12,16,7,1,0,44,29,,Russia,United States,73%,27%
Piera Rodriguez vs Kay Hansen,Piera Rodriguez,Kay Hansen,UFC 273: Volkanovski vs. Korean Zombie,04.09.2022,VyStar Veterans Memorial Arena,no,Preliminary Card,7,7,0,5,0,0,29,22,,Venezuela,United States,73%,27%
Julio Arce vs Daniel Santos,Julio Arce,Daniel Santos,UFC 273: Volkanovski vs. Korean Zombie,04.09.2022,VyStar Veterans Memorial Arena,no,Preliminary Card,17,9,5,1,0,0,32,27,,United States,Brazil,76%,24%
Curtis Blaydes vs Chris Daukaus,Curtis Blaydes,Chris Daukaus,UFC Fight Night: Blaydes vs. Daukaus,03.26.2022,Nationwide Arena,no,Main Event,15,12,3,4,0,0,31,32,,United States,United States,87%,13%
Alexa Grasso vs Joanne Wood,Alexa Grasso,Joanne Wood,UFC Fight Night: Blaydes vs. Daukaus,03.26.2022,Nationwide Arena,no,Co-Main Event,13,15,3,7,0,0,28,36,,Mexico,Scotland,10%,90%
Bryan Barberena vs Matt Brown,Bryan Barberena,Matt Brown,UFC Fight Night: Blaydes vs. Daukaus,03.26.2022,Nationwide Arena,no,Main Card,16,23,8,18,0,0,32,41,,United States,,32%,68%
Kai Kara-France vs Askar Askarov,Kai Kara-France,Askar Askarov,UFC Fight Night: Blaydes vs. Daukaus,03.26.2022,Nationwide Arena,no,Main Card,23,14,9,0,0,1,29,29,,New Zealand,Russia,77%,23%
Neil Magny vs Max Griffin,Neil Magny,Max Griffin,UFC Fight Night: Blaydes vs. Daukaus,03.26.2022,Nationwide Arena,no,Main Card,25,18,8,8,0,0,34,36,,United States,United States,91%,9%
Marc Diakiese vs Viacheslav Borshchev,Marc Diakiese,Viacheslav Borshchev,UFC Fight Night: Blaydes vs. Daukaus,03.26.2022,Nationwide Arena,no,Main Card,14,6,5,1,0,0,29,30,,England,Russia,80%,20%
Sara McMann vs Karol Rosa,Sara McMann,Karol Rosa,UFC Fight Night: Blaydes vs. Daukaus,03.26.2022,Nationwide Arena,no,Preliminary Card,12,15,6,3,0,0,41,27,,United States,Brazil,13%,87%
Chris Gutierrez vs Batgerel Danaa,Chris Gutierrez,Batgerel Danaa,UFC Fight Night: Blaydes vs. Daukaus,03.26.2022,Nationwide Arena,no,Preliminary Card,17,12,3,2,2,0,30,32,,United States,Mongolia,34%,66%
Aliaskhab Khizriev vs Denis Tiuliulin,Aliaskhab Khizriev,Denis Tiuliulin,UFC Fight Night: Blaydes vs. Daukaus,03.26.2022,Nationwide Arena,no,Preliminary Card,13,10,0,5,0,0,31,33,,Russia,Russia,97%,3%
Manon Fiorot vs Jennifer Maia,Manon Fiorot,Jennifer Maia,UFC Fight Night: Blaydes vs. Daukaus,03.26.2022,Nationwide Arena,no,Preliminary Card,8,19,1,8,0,1,32,33,,France,Brazil,12%,88%
Matheus Nicolau vs David Dvořák,Matheus Nicolau,David Dvořák,UFC Fight Night: Blaydes vs. Daukaus,03.26.2022,Nationwide Arena,no,Preliminary Card,17,20,2,3,1,0,29,29,,Brazil,Czech Republic,72%,28%
Luis Saldaña vs Bruno Souza,Luis Saldaña,Bruno Souza,UFC Fight Night: Blaydes vs. Daukaus,03.26.2022,Nationwide Arena,no,Preliminary Card,15,10,7,2,0,0,31,26,,United States,Brazil,69%,31%
Tom Aspinall vs Alexander Volkov,Tom Aspinall,Alexander Volkov,UFC Fight Night: Volkov vs. Aspinall,03.19.2022,02 Arena,no,Main Event,11,34,2,9,0,0,28,33,,England,Russia,30%,70%
Arnold Allen vs Dan Hooker,Arnold Allen,Dan Hooker,UFC Fight Night: Volkov vs. Aspinall,03.19.2022,02 Arena,no,Co-Main Event,17,21,1,11,0,0,28,32,,England,New Zealand,65%,35%
Paddy Pimblett vs Rodrigo Vargas,Paddy Pimblett,Rodrigo Vargas,UFC Fight Night: Volkov vs. Aspinall,03.19.2022,02 Arena,no,Main Card,17,12,3,4,0,0,27,36,,England,Mexico,7%,93%
Gunnar Nelson vs Takashi Sato,Gunnar Nelson,Takashi Sato,UFC Fight Night: Volkov vs. Aspinall,03.19.2022,02 Arena,no,Main Card,17,16,5,4,1,0,33,31,,Iceland,Japan,10%,90%
Molly McCann vs Luana Carolina,Molly McCann,Luana Carolina,UFC Fight Night: Volkov vs. Aspinall,03.19.2022,02 Arena,no,Main Card,11,8,4,2,0,0,31,28,,England,Brazil,28%,72%
Ilia Topuria vs Jai Herbert,Ilia Topuria,Jai Herbert,UFC Fight Night: Volkov vs. Aspinall,03.19.2022,02 Arena,no,Main Card,11,11,0,3,0,0,25,33,,Georgia,England,6%,94%
Makwan Amirkhani vs Mike Grundy,Makwan Amirkhani,Mike Grundy,UFC Fight Night: Volkov vs. Aspinall,03.19.2022,02 Arena,no,Preliminary Card,16,12,7,3,0,0,33,35,,Finland,England,77%,23%
Sergei Pavlovich vs Shamil Abdurakhimov,Sergei Pavlovich,Shamil Abdurakhimov,UFC Fight Night: Volkov vs. Aspinall,03.19.2022,02 Arena,no,Preliminary Card,14,20,1,6,0,0,29,40,,Russia,Russia,7%,93%
Paul Craig vs Nikita Krylov,Paul Craig,Nikita Krylov,UFC Fight Night: Volkov vs. Aspinall,03.19.2022,02 Arena,no,Preliminary Card,15,27,4,8,1,0,34,29,,Scotland,Ukraine,33%,67%
Jack Shore vs Timur Valiev,Jack Shore,Timur Valiev,UFC Fight Night: Volkov vs. Aspinall,03.19.2022,02 Arena,no,Preliminary Card,15,18,0,2,0,0,27,32,,Wales,Russia,23%,77%
Elise Reed vs Cory McKenna,Elise Reed,Cory McKenna,UFC Fight Night: Volkov vs. Aspinall,03.19.2022,02 Arena,no,Preliminary Card,4,6,1,1,0,0,29,22,,United States,Wales,91%,9%
Muhammad Mokaev vs Cody Durden,Muhammad Mokaev,Cody Durden,UFC Fight Night: Volkov vs. Aspinall,03.19.2022,02 Arena,no,Preliminary Card,5,12,0,3,0,1,21,30,,United Kingdom,United States,92%,8%
Magomed Ankalaev vs Thiago Santos,Magomed Ankalaev,Thiago Santos,UFC Fight Night: Santos vs. Ankalaev,03.12.2022,UFC APEX,no,Main Event,16,22,1,9,0,0,29,38,,Russia,Brazil,7%,93%
Yadong Song vs Marlon Moraes,Yadong Song,Marlon Moraes,UFC Fight Night: Santos vs. Ankalaev,03.12.2022,UFC APEX,no,Co-Main Event,18,23,6,9,1,1,24,33,,China,Brazil,20%,80%
Sodiq Yusuff vs Alex Caceres,Sodiq Yusuff,Alex Caceres,UFC Fight Night: Santos vs. Ankalaev,03.12.2022,UFC APEX,no,Main Card,11,19,2,12,0,0,28,33,,Nigeria,United States,28%,72%
Khalil Rountree Jr. vs Karl Roberson,Khalil Rountree Jr.,Karl Roberson,UFC Fight Night: Santos vs. Ankalaev,03.12.2022,UFC APEX,no,Main Card,9,9,5,4,0,0,32,31,,United States,United States,71%,29%
Drew Dober vs Terrance McKinney,Drew Dober,Terrance McKinney,UFC Fight Night: Santos vs. Ankalaev,03.12.2022,UFC APEX,no,Main Card,23,12,11,3,0,0,33,27,,United States,United States,38%,62%
Alex Pereira vs Bruno Silva,Alex Pereira,Bruno Silva,UFC Fight Night: Santos vs. Ankalaev,03.12.2022,UFC APEX,no,Main Card,4,22,1,6,0,0,34,32,,Brazil,Brazil,79%,21%
Matthew Semelsberger vs AJ Fletcher,Matthew Semelsberger,AJ Fletcher,UFC Fight Night: Santos vs. Ankalaev,03.12.2022,UFC APEX,no,Preliminary Card,9,9,3,0,0,0,29,25,,United States,United States,24%,76%
JJ Aldrich vs Gillian Robertson,JJ Aldrich,Gillian Robertson,UFC Fight Night: Santos vs. Ankalaev,03.12.2022,UFC APEX,no,Preliminary Card,10,10,4,6,0,0,29,26,,United States,Canada,72%,28%
Javid Basharat vs Trevin Jones,Javid Basharat,Trevin Jones,UFC Fight Night: Santos vs. Ankalaev,03.12.2022,UFC APEX,no,Preliminary Card,11,13,0,7,0,0,26,31,,Afghanistan,Guam,79%,21%
Damon Jackson vs Kamuela Kirk,Damon Jackson,Kamuela Kirk,UFC Fight Night: Santos vs. Ankalaev,03.12.2022,UFC APEX,no,Preliminary Card,19,11,4,4,1,0,33,27,,United States,United States,66%,34%
Miranda Maverick vs Sabina Mazo,Miranda Maverick,Sabina Mazo,UFC Fight Night: Santos vs. Ankalaev,03.12.2022,UFC APEX,no,Preliminary Card,9,9,4,3,0,0,24,24,,United States,Colombia,90%,10%
Cody Brundage vs Dalcha Lungiambula,Cody Brundage,Dalcha Lungiambula,UFC Fight Night: Santos vs. Ankalaev,03.12.2022,UFC APEX,no,Preliminary Card,6,11,2,3,0,0,27,34,,United States,Democratic Republic Of Congo,80%,20%
Guido Cannetti vs Kris Moutinho,Guido Cannetti,Kris Moutinho,UFC Fight Night: Santos vs. Ankalaev,03.12.2022,UFC APEX,no,Preliminary Card,8,9,6,5,0,0,42,29,,Argentina,United States,19%,81%
Azamat Murzakanov vs Tafon Nchukwi,Azamat Murzakanov,Tafon Nchukwi,UFC Fight Night: Santos vs. Ankalaev,03.12.2022,UFC APEX,no,Preliminary Card,10,6,0,1,0,0,32,27,,Russia,Cameroon,82%,18%
Colby Covington vs Jorge Masvidal,Colby Covington,Jorge Masvidal,UFC 272: Covington vs. Masvidal,03.05.2022,T-Mobile Arena,no,Main Event,16,35,3,15,0,0,34,37,,United States,United States,80%,20%
Rafael dos Anjos vs Renato Moicano,Rafael dos Anjos,Renato Moicano,UFC 272: Covington vs. Masvidal,03.05.2022,T-Mobile Arena,no,Co-Main Event,30,16,13,4,0,1,37,32,,Brazil,Brazil,77%,23%
Bryce Mitchell vs Edson Barboza,Bryce Mitchell,Edson Barboza,UFC 272: Covington vs. Masvidal,03.05.2022,T-Mobile Arena,no,Main Card,14,22,0,10,0,0,27,36,,United States,Brazil,38%,62%
Kevin Holland vs Alex Oliveira,Kevin Holland,Alex Oliveira,UFC 272: Covington vs. Masvidal,03.05.2022,T-Mobile Arena,no,Main Card,21,22,7,11,0,1,29,34,,United States,Brazil,6%,94%
Serghei Spivac vs Greg Hardy,Serghei Spivac,Greg Hardy,UFC 272: Covington vs. Masvidal,03.05.2022,T-Mobile Arena,no,Main Card,13,7,3,4,0,0,27,33,,Moldova,United States,28%,72%
Jalin Turner vs Jamie Mullarkey,Jalin Turner,Jamie Mullarkey,UFC 272: Covington vs. Masvidal,03.05.2022,T-Mobile Arena,no,Preliminary Card,11,14,5,4,0,0,26,27,,United States,Australia,52%,48%
Marina Rodriguez vs Xiaonan Yan,Marina Rodriguez,Xiaonan Yan,UFC 272: Covington vs. Masvidal,03.05.2022,T-Mobile Arena,no,Preliminary Card,15,15,1,2,2,0,34,32,,Brazil,China,10%,90%
Nicolae Negumereanu vs Kennedy Nzechukwu,Nicolae Negumereanu,Kennedy Nzechukwu,UFC 272: Covington vs. Masvidal,03.05.2022,T-Mobile Arena,no,Preliminary Card,11,9,1,2,0,0,27,29,,Romania,Nigeria,40%,60%
Maryna Moroz vs Mariya Agapova,Maryna Moroz,Mariya Agapova,UFC 272: Covington vs. Masvidal,03.05.2022,T-Mobile Arena,no,Preliminary Card,10,10,3,2,0,0,30,24,,Ukraine,Kazakhstan,69%,31%
Umar Nurmagomedov vs Brian Kelleher,Umar Nurmagomedov,Brian Kelleher,UFC 272: Covington vs. Masvidal,03.05.2022,T-Mobile Arena,no,Preliminary Card,13,24,0,12,0,0,26,35,,Russia,United States,7%,93%
Tim Elliott vs Tagir Ulanbekov,Tim Elliott,Tagir Ulanbekov,UFC 272: Covington vs. Masvidal,03.05.2022,T-Mobile Arena,no,Preliminary Card,17,13,12,1,1,0,35,30,,United States,Russia,16%,84%
Ľudovít Klein vs Devonte Smith,Ľudovít Klein,Devonte Smith,UFC 272: Covington vs. Masvidal,03.05.2022,T-Mobile Arena,no,Preliminary Card,17,11,4,3,0,0,27,28,,Slovak Republic,United States,28%,72%
Dustin Jacoby vs Michał Oleksiejczuk,Dustin Jacoby,Michał Oleksiejczuk,UFC 272: Covington vs. Masvidal,03.05.2022,T-Mobile Arena,no,Preliminary Card,16,16,5,4,1,0,33,27,,United States,Poland,21%,79%
Islam Makhachev vs Bobby Green,Islam Makhachev,Bobby Green,UFC Fight Night: Makhachev vs. Green,02.26.2022,UFC APEX,no,Main Event,21,29,1,12,0,1,30,35,,Russia,,89%,11%
Wellington Turman vs Misha Cirkunov,Wellington Turman,Misha Cirkunov,UFC Fight Night: Makhachev vs. Green,02.26.2022,UFC APEX,no,Co-Main Event,17,15,5,7,0,0,25,34,,Brazil,Latvia,20%,80%
Priscila Cachoeira vs Ji Yeon Kim,Priscila Cachoeira,Ji Yeon Kim,UFC Fight Night: Makhachev vs. Green,02.26.2022,UFC APEX,no,Main Card,10,9,4,4,0,2,33,32,,Brazil,South Korea,33%,67%
Arman Tsarukyan vs Joel Alvarez,Arman Tsarukyan,Joel Alvarez,UFC Fight Night: Makhachev vs. Green,02.26.2022,UFC APEX,no,Main Card,17,19,2,2,0,0,25,28,,Armenia,Spain,37%,63%
Armen Petrosyan vs Gregory Rodrigues,Armen Petrosyan,Gregory Rodrigues,UFC Fight Night: Makhachev vs. Green,02.26.2022,UFC APEX,no,Main Card,5,11,1,3,0,0,31,30,,Armenia,Brazil,69%,31%
Ignacio Bahamondes vs Rongzhu,Ignacio Bahamondes,Rongzhu,UFC Fight Night: Makhachev vs. Green,02.26.2022,UFC APEX,no,Preliminary Card,12,21,4,4,0,0,24,21,,Chile,China,83%,17%
Josiane Nunes vs Ramona Pascual,Josiane Nunes,Ramona Pascual,UFC Fight Night: Makhachev vs. Green,02.26.2022,UFC APEX,no,Preliminary Card,8,6,1,2,0,0,28,33,,Brazil,Hong Kong,10%,90%
Terrance McKinney vs Fares Ziam,Terrance McKinney,Fares Ziam,UFC Fight Night: Makhachev vs. Green,02.26.2022,UFC APEX,no,Preliminary Card,11,12,3,3,0,0,27,24,,United States,France,22%,78%
Jonathan Martinez vs Alejandro Perez,Jonathan Martinez,Alejandro Perez,UFC Fight Night: Makhachev vs. Green,02.26.2022,UFC APEX,no,Preliminary Card,14,23,4,8,0,1,27,32,,United States,Mexico,84%,16%
Ramiz Brahimaj vs Micheal Gillmore,Ramiz Brahimaj,Micheal Gillmore,UFC Fight Night: Makhachev vs. Green,02.26.2022,UFC APEX,no,Preliminary Card,9,6,4,4,0,0,29,34,,United States,United States,6%,94%
Carlos Hernandez vs Victor Altamirano,Carlos Hernandez,Victor Altamirano,UFC Fight Night: Makhachev vs. Green,02.26.2022,UFC APEX,no,Preliminary Card,7,10,1,1,0,0,28,31,,United States,Mexico,32%,68%
Jamahal Hill vs Johnny Walker,Jamahal Hill,Johnny Walker,UFC Fight Night: Walker vs. Hill,02.19.2022,UFC APEX,no,Main Event,9,18,1,6,0,0,30,29,,United States,Brazil,24%,76%
Kyle Daukaus vs Jamie Pickett,Kyle Daukaus,Jamie Pickett,UFC Fight Night: Walker vs. Hill,02.19.2022,UFC APEX,no,Co-Main Event,10,13,2,6,0,0,28,33,,United States,United States,88%,12%
Parker Porter vs Alan Baudot,Parker Porter,Alan Baudot,UFC Fight Night: Walker vs. Hill,02.19.2022,UFC APEX,no,Main Card,12,8,6,2,0,0,36,34,,United States,France,15%,85%
Jim Miller vs Nikolas Motta,Jim Miller,Nikolas Motta,UFC Fight Night: Walker vs. Hill,02.19.2022,UFC APEX,no,Main Card,33,12,16,3,0,0,38,29,,United States,Brazil,41%,59%
Joaquin Buckley vs Abdul Razak Alhassan,Joaquin Buckley,Abdul Razak Alhassan,UFC Fight Night: Walker vs. Hill,02.19.2022,UFC APEX,no,Main Card,13,11,4,4,0,0,27,36,,United States,Ghana,39%,61%
David Onama vs Gabriel Benítez,David Onama,Gabriel Benítez,UFC Fight Night: Walker vs. Hill,02.19.2022,UFC APEX,no,Preliminary Card,8,22,1,9,0,0,27,33,,Uganda,Mexico,83%,17%
Stephanie Egger vs Jessica-Rose Clark,Stephanie Egger,Jessica-Rose Clark,UFC Fight Night: Walker vs. Hill,02.19.2022,UFC APEX,no,Preliminary Card,6,11,2,6,0,0,33,34,,Switzerland,Australia,87%,13%
Chas Skelly vs Mark Striegl,Chas Skelly,Mark Striegl,UFC Fight Night: Walker vs. Hill,02.19.2022,UFC APEX,no,Preliminary Card,18,18,3,3,0,0,36,33,,United States,Philippines,18%,82%
Gloria de Paula vs Diana Belbiţă,Gloria de Paula,Diana Belbiţă,UFC Fight Night: Walker vs. Hill,02.19.2022,UFC APEX,no,Preliminary Card,5,14,4,6,0,0,26,25,,Brazil,Romania,14%,86%
Chad Anheliger vs Jesse Strader,Chad Anheliger,Jesse Strader,UFC Fight Night: Walker vs. Hill,02.19.2022,UFC APEX,no,Preliminary Card,11,5,5,2,0,0,35,30,,Canada,United States,12%,88%
Jonathan Pearce vs Christian Rodriguez,Jonathan Pearce,Christian Rodriguez,UFC Fight Night: Walker vs. Hill,02.19.2022,UFC APEX,no,Preliminary Card,11,7,4,0,0,0,29,24,,United States,United States,13%,87%
